Group num: 0, TC(X;Y_j): 3.648
reversible, 0.001, 1.000, 0.001
lends, 0.001, 1.000, 0.001
conserve, 0.001, 1.000, 0.001
targeting, 0.001, 1.000, 0.001
untrue, 0.001, 1.000, 0.001
_know_, 0.001, 1.000, 0.001
motivate, 0.001, 1.000, 0.001
digress, 0.001, 1.000, 0.001
neccessary, 0.001, 1.000, 0.001
miserably, 0.001, 1.000, 0.001
valued, 0.001, 1.000, 0.001
adjective, 0.001, 1.000, 0.001
frustration, 0.001, 1.000, 0.001
prevalent, 0.001, 1.000, 0.001
apt, 0.001, 1.000, 0.001
qualifies, 0.001, 1.000, 0.001
sarcasm, 0.001, 1.000, 0.001
lasts, 0.001, 1.000, 0.001
alert, 0.001, 1.000, 0.001
hypocrisy, 0.001, 1.000, 0.001
connor, 0.001, 1.000, 0.001
stifle, 0.001, 1.000, 0.001
palatable, 0.001, 1.000, 0.001
awesley, 0.001, 1.000, 0.001
sould, 0.001, 1.000, 0.001
erotica, 0.001, 1.000, 0.001
heartedly, 0.001, 1.000, 0.001
elephants, 0.001, 1.000, 0.001
levelled, 0.001, 1.000, 0.001
memetic, 0.001, 1.000, 0.001
characterizes, 0.001, 1.000, 0.001
niether, 0.001, 1.000, 0.001
await, 0.001, 1.000, 0.001
remotest, 0.001, 1.000, 0.001
courteous, 0.001, 1.000, 0.001
reaffirmation, 0.001, 1.000, 0.001
happier, 0.001, 1.000, 0.001
elses, 0.001, 1.000, 0.001
nobel, 0.001, 1.000, 0.001
massively, 0.001, 1.000, 0.001
pleasing, 0.001, 1.000, 0.001
graduates, 0.001, 1.000, 0.001
endowed, 0.001, 1.000, 0.001
symmetry, 0.001, 1.000, 0.001
offend, 0.001, 1.000, 0.001
fuller, 0.001, 1.000, 0.001
mathew, 0.001, 1.000, 0.001
disappoint, 0.001, 1.000, 0.001
knowledgable, 0.001, 1.000, 0.001
brainwashed, 0.001, 1.000, 0.001
unwillingness, 0.001, 1.000, 0.001
themself, 0.001, 1.000, 0.001
socrates, 0.001, 1.000, 0.001
brock, 0.001, 1.000, 0.001
dysfunction, 0.001, 1.000, 0.001
charitable, 0.001, 1.000, 0.001
discern, 0.001, 1.000, 0.001
homeopathic, 0.001, 1.000, 0.001
occupant, 0.001, 1.000, 0.001
cliche, 0.001, 1.000, 0.001
unconscious, 0.001, 1.000, 0.001
excellently, 0.001, 1.000, 0.001
offender, 0.001, 1.000, 0.001
rituals, 0.001, 1.000, 0.001
stranger, 0.001, 1.000, 0.001
resent, 0.001, 1.000, 0.001
tripe, 0.001, 1.000, 0.001
impressions, 0.001, 1.000, 0.001
occurance, 0.000, 1.000, 0.000
intuitively, 0.000, 1.000, 0.000
explaination, 0.000, 1.000, 0.000
bigots, 0.000, 1.000, 0.000
shalom, 0.000, 1.000, 0.000
creationists, 0.000, 1.000, 0.000
bcci, 0.000, 1.000, 0.000
Group num: 5, TC(X;Y_j): 1.392
armenians, 0.037, 1.000, 0.037
armenian, 0.036, 1.000, 0.036
national, 0.035, 1.000, 0.035
international, 0.031, 1.000, 0.031
argic, 0.029, 1.000, 0.029
press, 0.028, 1.000, 0.028
policy, 0.028, 1.000, 0.028
serdar, 0.027, 1.000, 0.027
soviet, 0.026, 1.000, 0.026
armenia, 0.026, 1.000, 0.026
center, 0.026, 1.000, 0.026
research, 0.025, 1.000, 0.025
turks, 0.024, 1.000, 0.024
million, 0.021, 1.000, 0.021
genocide, 0.020, 1.000, 0.020
future, 0.019, 1.000, 0.019
march, 0.018, 1.000, 0.018
russian, 0.018, 1.000, 0.018
secretary, 0.017, 1.000, 0.017
source, 0.017, 1.000, 0.017
february, 0.017, 1.000, 0.017
official, 0.016, 1.000, 0.016
thousands, 0.016, 1.000, 0.016
white, 0.016, 1.000, 0.016
committee, 0.015, 1.000, 0.015
officials, 0.015, 1.000, 0.015
republic, 0.014, 1.000, 0.014
efforts, 0.014, 1.000, 0.014
reports, 0.014, 1.000, 0.014
director, 0.014, 1.000, 0.014
azerbaijan, 0.014, 1.000, 0.014
services, 0.013, 1.000, 0.013
union, 0.013, 1.000, 0.013
announced, 0.012, 1.000, 0.012
germany, 0.012, 1.000, 0.012
planned, 0.012, 1.000, 0.012
hundreds, 0.012, 1.000, 0.012
karabakh, 0.012, 1.000, 0.012
terrorism, 0.011, 1.000, 0.011
despite, 0.011, 1.000, 0.011
kurds, 0.011, 1.000, 0.011
german, 0.011, 1.000, 0.011
publication, 0.011, 1.000, 0.011
july, 0.011, 1.000, 0.011
carried, 0.011, 1.000, 0.011
central, 0.011, 1.000, 0.011
immediate, 0.011, 1.000, 0.011
december, 0.010, 1.000, 0.010
conducted, 0.010, 1.000, 0.010
azeri, 0.010, 1.000, 0.010
region, 0.010, 1.000, 0.010
fascist, 0.010, 1.000, 0.010
kurdish, 0.010, 1.000, 0.010
azerbaijani, 0.010, 1.000, 0.010
funds, 0.009, 1.000, 0.009
nagorno, 0.009, 1.000, 0.009
empire, 0.009, 1.000, 0.009
sdpa, 0.009, 1.000, 0.009
homeland, 0.009, 1.000, 0.009
jobs, 0.009, 1.000, 0.009
ottoman, 0.009, 1.000, 0.009
southern, 0.009, 1.000, 0.009
russians, 0.009, 1.000, 0.009
leader, 0.009, 1.000, 0.009
november, 0.009, 1.000, 0.009
workers, 0.008, 1.000, 0.008
august, 0.008, 1.000, 0.008
entering, 0.008, 1.000, 0.008
asala, 0.008, 1.000, 0.008
invasion, 0.008, 1.000, 0.008
extermination, 0.008, 1.000, 0.008
measures, 0.008, 1.000, 0.008
struggle, 0.008, 1.000, 0.008
london, 0.008, 1.000, 0.008
supporting, 0.008, 1.000, 0.008
slaughter, 0.008, 1.000, 0.008
azeris, 0.008, 1.000, 0.008
massacred, 0.008, 1.000, 0.008
russia, 0.008, 1.000, 0.008
orders, 0.007, 1.000, 0.007
plans, 0.007, 1.000, 0.007
television, 0.007, 1.000, 0.007
towns, 0.007, 1.000, 0.007
institutions, 0.007, 1.000, 0.007
massacres, 0.007, 1.000, 0.007
seized, 0.007, 1.000, 0.007
principal, 0.007, 1.000, 0.007
businesses, 0.007, 1.000, 0.007
exterminated, 0.007, 1.000, 0.007
istanbul, 0.007, 1.000, 0.007
participated, 0.007, 1.000, 0.007
publishers, 0.007, 1.000, 0.007
preliminary, 0.007, 1.000, 0.007
japan, 0.007, 1.000, 0.007
forum, 0.007, 1.000, 0.007
infrastructure, 0.007, 1.000, 0.007
investigators, 0.007, 1.000, 0.007
berlin, 0.007, 1.000, 0.007
massachusetts, 0.007, 1.000, 0.007
anatolia, 0.007, 1.000, 0.007
aircraft, 0.006, 1.000, 0.006
karabagh, 0.006, 1.000, 0.006
corpses, 0.006, 1.000, 0.006
soldier, 0.006, 1.000, 0.006
academic, 0.006, 1.000, 0.006
entered, 0.006, 1.000, 0.006
moscow, 0.006, 1.000, 0.006
issued, 0.006, 1.000, 0.006
assistance, 0.006, 1.000, 0.006
regional, 0.006, 1.000, 0.006
caucasus, 0.006, 1.000, 0.006
karabag, 0.006, 1.000, 0.006
memoirs, 0.006, 1.000, 0.006
dictatorship, 0.006, 1.000, 0.006
volunteers, 0.006, 1.000, 0.006
congressional, 0.006, 1.000, 0.006
crisis, 0.006, 1.000, 0.006
officially, 0.005, 1.000, 0.005
dro, 0.005, 1.000, 0.005
province, 0.005, 1.000, 0.005
findings, 0.005, 1.000, 0.005
journalists, 0.005, 1.000, 0.005
senior, 0.005, 1.000, 0.005
submitted, 0.005, 1.000, 0.005
residents, 0.005, 1.000, 0.005
objectives, 0.005, 1.000, 0.005
invade, 0.005, 1.000, 0.005
investigator, 0.005, 1.000, 0.005
ambassador, 0.005, 1.000, 0.005
flee, 0.005, 1.000, 0.005
consisted, 0.005, 1.000, 0.005
academy, 0.005, 1.000, 0.005
pursue, 0.005, 1.000, 0.005
famous, 0.005, 1.000, 0.005
tartars, 0.005, 1.000, 0.005
searched, 0.005, 1.000, 0.005
stimulus, 0.005, 1.000, 0.005
triangle, 0.005, 1.000, 0.005
capital, 0.005, 1.000, 0.005
effectiveness, 0.004, 1.000, 0.004
abroad, 0.004, 1.000, 0.004
maintains, 0.004, 1.000, 0.004
paris, 0.004, 1.000, 0.004
diplomatic, 0.004, 1.000, 0.004
portland, 0.004, 1.000, 0.004
ongoing, 0.004, 1.000, 0.004
tartar, 0.004, 1.000, 0.004
_________________________________________________________________, 0.004, 1.000, 0.004
threatens, 0.004, 1.000, 0.004
dedicated, 0.004, 1.000, 0.004
refuge, 0.004, 1.000, 0.004
launchers, 0.004, 1.000, 0.004
turk, 0.004, 1.000, 0.004
fleeing, 0.004, 1.000, 0.004
hills, 0.004, 1.000, 0.004
evaluation, 0.004, 1.000, 0.004
neighboring, 0.004, 1.000, 0.004
suppressed, 0.004, 1.000, 0.004
equipped, 0.004, 1.000, 0.004
agreements, 0.004, 1.000, 0.004
agriculture, 0.004, 1.000, 0.004
tortures, 0.004, 1.000, 0.004
privileges, 0.004, 1.000, 0.004
deposited, 0.004, 1.000, 0.004
providers, 0.004, 1.000, 0.004
stability, 0.004, 1.000, 0.004
governmental, 0.004, 1.000, 0.004
subjects, 0.004, 1.000, 0.004
substantially, 0.004, 1.000, 0.004
bristol, 0.004, 1.000, 0.004
citizenship, 0.003, 1.000, 0.003
reiterated, 0.003, 1.000, 0.003
competitiveness, 0.003, 1.000, 0.003
allied, 0.003, 1.000, 0.003
aspirations, 0.003, 1.000, 0.003
districts, 0.003, 1.000, 0.003
coordination, 0.003, 1.000, 0.003
coup, 0.003, 1.000, 0.003
colonel, 0.003, 1.000, 0.003
unemployment, 0.003, 1.000, 0.003
emerging, 0.003, 1.000, 0.003
extending, 0.003, 1.000, 0.003
conferences, 0.003, 1.000, 0.003
constraints, 0.003, 1.000, 0.003
compensation, 0.003, 1.000, 0.003
rulers, 0.003, 1.000, 0.003
accordance, 0.003, 1.000, 0.003
ruins, 0.003, 1.000, 0.003
inevitable, 0.003, 1.000, 0.003
der, 0.003, 1.000, 0.003
sir, 0.003, 1.000, 0.003
airport, 0.003, 1.000, 0.003
ranging, 0.003, 1.000, 0.003
ann, 0.003, 1.000, 0.003
systematic, 0.003, 1.000, 0.003
cooperative, 0.003, 1.000, 0.003
domains, 0.003, 1.000, 0.003
collapse, 0.003, 1.000, 0.003
specially, 0.003, 1.000, 0.003
gridlock, 0.003, 1.000, 0.003
mainland, 0.003, 1.000, 0.003
intensify, 0.003, 1.000, 0.003
igc, 0.003, 1.000, 0.003
jewry, 0.003, 1.000, 0.003
rabin, 0.003, 1.000, 0.003
forged, 0.003, 1.000, 0.003
diplomats, 0.003, 1.000, 0.003
ensuring, 0.003, 1.000, 0.003
arromdian, 0.003, 1.000, 0.003
enclave, 0.003, 1.000, 0.003
provinces, 0.003, 1.000, 0.003
partnership, 0.003, 1.000, 0.003
austrian, 0.003, 1.000, 0.003
transcript, 0.003, 1.000, 0.003
clothes, 0.003, 1.000, 0.003
photographs, 0.003, 1.000, 0.003
firm, 0.003, 1.000, 0.003
chapters, 0.003, 1.000, 0.003
iranian, 0.003, 1.000, 0.003
switzerland, 0.003, 1.000, 0.003
residence, 0.003, 1.000, 0.003
raping, 0.003, 1.000, 0.003
cemetery, 0.003, 1.000, 0.003
rightful, 0.003, 1.000, 0.003
dunn, 0.003, 1.000, 0.003
irgun, 0.003, 1.000, 0.003
slaughtering, 0.003, 1.000, 0.003
battalions, 0.003, 1.000, 0.003
activist, 0.003, 1.000, 0.003
reviewing, 0.003, 1.000, 0.003
eds, 0.003, 1.000, 0.003
deplorable, 0.003, 1.000, 0.003
ermeni, 0.003, 1.000, 0.003
passports, 0.003, 1.000, 0.003
microcircuit, 0.003, 1.000, 0.003
possessions, 0.003, 1.000, 0.003
persians, 0.003, 1.000, 0.003
pretext, 0.003, 1.000, 0.003
horrors, 0.003, 1.000, 0.003
persian, 0.003, 1.000, 0.003
wished, 0.003, 1.000, 0.003
upi, 0.003, 1.000, 0.003
cooperate, 0.003, 1.000, 0.003
von, 0.003, 1.000, 0.003
expenditures, 0.003, 1.000, 0.003
exploit, 0.002, 1.000, 0.002
advancement, 0.002, 1.000, 0.002
mideast, 0.002, 1.000, 0.002
exterminate, 0.002, 1.000, 0.002
airplane, 0.002, 1.000, 0.002
atomic, 0.002, 1.000, 0.002
mcdonnell, 0.002, 1.000, 0.002
riley, 0.002, 1.000, 0.002
correspondent, 0.002, 1.000, 0.002
apc, 0.002, 1.000, 0.002
treaties, 0.002, 1.000, 0.002
sdi, 0.002, 1.000, 0.002
limb, 0.002, 1.000, 0.002
summarized, 0.002, 1.000, 0.002
mutlu, 0.002, 1.000, 0.002
miyazawa, 0.002, 1.000, 0.002
rubble, 0.002, 1.000, 0.002
militiamen, 0.002, 1.000, 0.002
revise, 0.002, 1.000, 0.002
registry, 0.002, 1.000, 0.002
refugee, 0.002, 1.000, 0.002
ottomans, 0.002, 1.000, 0.002
prosecutors, 0.002, 1.000, 0.002
kmail, 0.002, 1.000, 0.002
massacring, 0.002, 1.000, 0.002
terrified, 0.002, 1.000, 0.002
situated, 0.002, 1.000, 0.002
unclassified, 0.002, 1.000, 0.002
tightening, 0.002, 1.000, 0.002
drowned, 0.002, 1.000, 0.002
95d, 0.002, 1.000, 0.002
certificates, 0.002, 1.000, 0.002
aegean, 0.002, 1.000, 0.002
jordanian, 0.002, 1.000, 0.002
hostilities, 0.002, 1.000, 0.002
hartill, 0.002, 1.000, 0.002
cruelty, 0.002, 1.000, 0.002
huts, 0.002, 1.000, 0.002
bobbs, 0.002, 1.000, 0.002
winqwk, 0.002, 1.000, 0.002
investigative, 0.002, 1.000, 0.002
hal9k, 0.002, 1.000, 0.002
shalala, 0.002, 1.000, 0.002
villagers, 0.002, 1.000, 0.002
ukraine, 0.002, 1.000, 0.002
seize, 0.002, 1.000, 0.002
forbid, 0.002, 1.000, 0.002
sept, 0.002, 1.000, 0.002
arrange, 0.002, 1.000, 0.002
introducing, 0.002, 1.000, 0.002
geographical, 0.002, 1.000, 0.002
butcher, 0.002, 1.000, 0.002
communists, 0.002, 1.000, 0.002
cooperating, 0.002, 1.000, 0.002
exports, 0.002, 1.000, 0.002
advertisements, 0.002, 1.000, 0.002
excerpts, 0.002, 1.000, 0.002
deliberations, 0.002, 1.000, 0.002
reside, 0.002, 1.000, 0.002
diaspora, 0.002, 1.000, 0.002
leverage, 0.002, 1.000, 0.002
nationals, 0.002, 1.000, 0.002
dress, 0.002, 1.000, 0.002
yield, 0.002, 1.000, 0.002
kilometers, 0.002, 1.000, 0.002
pulls, 0.002, 1.000, 0.002
wolfe, 0.002, 1.000, 0.002
vanunu, 0.002, 1.000, 0.002
amal, 0.002, 1.000, 0.002
valuables, 0.002, 1.000, 0.002
sustainable, 0.002, 1.000, 0.002
federation, 0.002, 1.000, 0.002
fizuli, 0.002, 1.000, 0.002
afghanistan, 0.002, 1.000, 0.002
facist, 0.002, 1.000, 0.002
trabzon, 0.002, 1.000, 0.002
carlson, 0.002, 1.000, 0.002
vaunted, 0.002, 1.000, 0.002
fragmentary, 0.002, 1.000, 0.002
auditorium, 0.002, 1.000, 0.002
disregarded, 0.002, 1.000, 0.002
ramsden, 0.002, 1.000, 0.002
disintegration, 0.002, 1.000, 0.002
azerbadjan, 0.002, 1.000, 0.002
dashnaks, 0.002, 1.000, 0.002
darken, 0.002, 1.000, 0.002
solidarity, 0.002, 1.000, 0.002
evacuation, 0.002, 1.000, 0.002
urartu, 0.002, 1.000, 0.002
kemal, 0.002, 1.000, 0.002
1990s, 0.002, 1.000, 0.002
junta, 0.002, 1.000, 0.002
frightened, 0.002, 1.000, 0.002
immigration, 0.002, 1.000, 0.002
mig, 0.002, 1.000, 0.002
futility, 0.002, 1.000, 0.002
hassan, 0.002, 1.000, 0.002
isi, 0.002, 1.000, 0.002
manipulator, 0.002, 1.000, 0.002
occupants, 0.002, 1.000, 0.002
nagarno, 0.002, 1.000, 0.002
rivals, 0.002, 1.000, 0.002
emeritus, 0.002, 1.000, 0.002
incidents, 0.002, 1.000, 0.002
participant, 0.002, 1.000, 0.002
underway, 0.002, 1.000, 0.002
ben, 0.002, 1.000, 0.002
alien, 0.002, 1.000, 0.002
revenues, 0.002, 1.000, 0.002
architect, 0.002, 1.000, 0.002
tour, 0.002, 1.000, 0.002
dutch, 0.002, 1.000, 0.002
housed, 0.002, 1.000, 0.002
mediterranean, 0.002, 1.000, 0.002
closure, 0.002, 1.000, 0.002
embassy, 0.002, 1.000, 0.002
aboard, 0.002, 1.000, 0.002
exchanging, 0.002, 1.000, 0.002
bombardment, 0.002, 1.000, 0.002
analysts, 0.002, 1.000, 0.002
expulsion, 0.002, 1.000, 0.002
humane, 0.002, 1.000, 0.002
belgium, 0.002, 1.000, 0.002
monitored, 0.002, 1.000, 0.002
coincidence, 0.002, 1.000, 0.002
termed, 0.002, 1.000, 0.002
backing, 0.002, 1.000, 0.002
irregular, 0.002, 1.000, 0.002
libya, 0.002, 1.000, 0.002
rival, 0.002, 1.000, 0.002
runaway, 0.002, 1.000, 0.002
stub, 0.002, 1.000, 0.002
rtg, 0.002, 1.000, 0.002
kurd, 0.002, 1.000, 0.002
izmir, 0.002, 1.000, 0.002
casualty, 0.002, 1.000, 0.002
looting, 0.002, 1.000, 0.002
cannons, 0.002, 1.000, 0.002
butchery, 0.002, 1.000, 0.002
smyrna, 0.002, 1.000, 0.002
synagogue, 0.002, 1.000, 0.002
bankers, 0.002, 1.000, 0.002
lagging, 0.002, 1.000, 0.002
bayonet, 0.002, 1.000, 0.002
boyd, 0.002, 1.000, 0.002
malpractice, 0.002, 1.000, 0.002
befell, 0.002, 1.000, 0.002
sivas, 0.002, 1.000, 0.002
bir, 0.002, 1.000, 0.002
belgrade, 0.002, 1.000, 0.002
snipers, 0.002, 1.000, 0.002
camino, 0.002, 1.000, 0.002
levant, 0.002, 1.000, 0.002
frivolous, 0.002, 1.000, 0.002
ills, 0.002, 1.000, 0.002
neutralize, 0.002, 1.000, 0.002
nun, 0.002, 1.000, 0.002
grievances, 0.002, 1.000, 0.002
propagandists, 0.002, 1.000, 0.002
prosperity, 0.002, 1.000, 0.002
haig, 0.002, 1.000, 0.002
provincial, 0.002, 1.000, 0.002
hairenik, 0.002, 1.000, 0.002
globally, 0.002, 1.000, 0.002
excise, 0.002, 1.000, 0.002
raided, 0.002, 1.000, 0.002
gallery, 0.002, 1.000, 0.002
fitness, 0.002, 1.000, 0.002
forbade, 0.002, 1.000, 0.002
diverting, 0.002, 1.000, 0.002
forestry, 0.002, 1.000, 0.002
cryptologic, 0.002, 1.000, 0.002
regulating, 0.002, 1.000, 0.002
curfew, 0.002, 1.000, 0.002
herzegovina, 0.002, 1.000, 0.002
nominated, 0.002, 1.000, 0.002
pamphlets, 0.002, 1.000, 0.002
heinrich, 0.002, 1.000, 0.002
bodyguard, 0.002, 1.000, 0.002
overpopulation, 0.002, 1.000, 0.002
populated, 0.001, 1.000, 0.001
privileged, 0.001, 1.000, 0.001
spared, 0.001, 1.000, 0.001
escaping, 0.001, 1.000, 0.001
crown, 0.001, 1.000, 0.001
blatantly, 0.001, 1.000, 0.001
polish, 0.001, 1.000, 0.001
acquisition, 0.001, 1.000, 0.001
initiation, 0.001, 1.000, 0.001
korea, 0.001, 1.000, 0.001
adjacent, 0.001, 1.000, 0.001
hosted, 0.001, 1.000, 0.001
furnish, 0.001, 1.000, 0.001
initials, 0.001, 1.000, 0.001
consistantly, 0.001, 1.000, 0.001
environmentally, 0.001, 1.000, 0.001
budgets, 0.001, 1.000, 0.001
recorder, 0.001, 1.000, 0.001
granting, 0.001, 1.000, 0.001
digging, 0.001, 1.000, 0.001
innate, 0.001, 1.000, 0.001
toilet, 0.001, 1.000, 0.001
mountainous, 0.001, 1.000, 0.001
alto, 0.001, 1.000, 0.001
inaccessible, 0.001, 1.000, 0.001
cuba, 0.001, 1.000, 0.001
recession, 0.001, 1.000, 0.001
outdoor, 0.001, 1.000, 0.001
assad, 0.001, 1.000, 0.001
teflon, 0.001, 1.000, 0.001
supermarket, 0.001, 1.000, 0.001
wes, 0.001, 1.000, 0.001
constrained, 0.001, 1.000, 0.001
bust, 0.001, 1.000, 0.001
thirsty, 0.001, 1.000, 0.001
shah, 0.001, 1.000, 0.001
missouri, 0.001, 1.000, 0.001
fictitious, 0.001, 1.000, 0.001
rebellion, 0.001, 1.000, 0.001
favourable, 0.001, 1.000, 0.001
newark, 0.001, 1.000, 0.001
interruption, 0.001, 1.000, 0.001
makeup, 0.001, 1.000, 0.001
identities, 0.001, 1.000, 0.001
ilk, 0.001, 1.000, 0.001
crane, 0.001, 1.000, 0.001
kuwaiti, 0.001, 1.000, 0.001
supposing, 0.001, 1.000, 0.001
downey, 0.001, 1.000, 0.001
opec, 0.001, 1.000, 0.001
bourke, 0.001, 1.000, 0.001
locals, 0.001, 1.000, 0.001
applaud, 0.001, 1.000, 0.001
programme, 0.001, 1.000, 0.001
imports, 0.001, 1.000, 0.001
pretends, 0.001, 1.000, 0.001
zuma, 0.001, 1.000, 0.001
friendliness, 0.001, 1.000, 0.001
articulate, 0.001, 1.000, 0.001
botched, 0.001, 1.000, 0.001
displacement, 0.001, 1.000, 0.001
disturbance, 0.001, 1.000, 0.001
railway, 0.001, 1.000, 0.001
penn, 0.001, 1.000, 0.001
potentials, 0.001, 1.000, 0.001
climate, 0.001, 1.000, 0.001
fascists, 0.000, 1.000, 0.000
suspicions, 0.000, 1.000, 0.000
exemplary, 0.000, 1.000, 0.000
erie, 0.000, 1.000, 0.000
kindly, 0.000, 1.000, 0.000
inadvertantly, 0.000, 1.000, 0.000
Group num: 6, TC(X;Y_j): 1.372
file, 0.045, 1.000, 0.045
program, 0.042, 1.000, 0.042
window, 0.039, 1.000, 0.039
directory, 0.038, 1.000, 0.038
ftp, 0.034, 1.000, 0.034
pub, 0.032, 1.000, 0.032
server, 0.029, 1.000, 0.029
application, 0.028, 1.000, 0.028
unix, 0.028, 1.000, 0.028
available, 0.027, 1.000, 0.027
user, 0.027, 1.000, 0.027
code, 0.027, 1.000, 0.027
mit, 0.025, 1.000, 0.025
version, 0.025, 1.000, 0.025
motif, 0.024, 1.000, 0.024
running, 0.024, 1.000, 0.024
anonymous, 0.023, 1.000, 0.023
sun, 0.021, 1.000, 0.021
display, 0.020, 1.000, 0.020
programs, 0.020, 1.000, 0.020
widget, 0.019, 1.000, 0.019
x11r5, 0.019, 1.000, 0.019
image, 0.019, 1.000, 0.019
function, 0.018, 1.000, 0.018
applications, 0.018, 1.000, 0.018
text, 0.017, 1.000, 0.017
client, 0.017, 1.000, 0.017
manager, 0.017, 1.000, 0.017
functions, 0.017, 1.000, 0.017
images, 0.015, 1.000, 0.015
zip, 0.014, 1.000, 0.014
default, 0.013, 1.000, 0.013
multiple, 0.013, 1.000, 0.013
xlib, 0.013, 1.000, 0.013
site, 0.013, 1.000, 0.013
sunos, 0.013, 1.000, 0.013
export, 0.012, 1.000, 0.012
versions, 0.012, 1.000, 0.012
x11, 0.012, 1.000, 0.012
tar, 0.012, 1.000, 0.012
command, 0.012, 1.000, 0.012
toolkit, 0.012, 1.000, 0.012
openwindows, 0.012, 1.000, 0.012
contrib, 0.011, 1.000, 0.011
lcs, 0.011, 1.000, 0.011
widgets, 0.011, 1.000, 0.011
directories, 0.011, 1.000, 0.011
xterm, 0.011, 1.000, 0.011
sparc, 0.011, 1.000, 0.011
compiled, 0.011, 1.000, 0.011
specified, 0.011, 1.000, 0.011
ascii, 0.011, 1.000, 0.011
compile, 0.010, 1.000, 0.010
resource, 0.010, 1.000, 0.010
readme, 0.010, 1.000, 0.010
bitmap, 0.010, 1.000, 0.010
servers, 0.010, 1.000, 0.010
menu, 0.010, 1.000, 0.010
xview, 0.010, 1.000, 0.010
x11r4, 0.010, 1.000, 0.010
displays, 0.010, 1.000, 0.010
pixel, 0.010, 1.000, 0.010
pixmap, 0.009, 1.000, 0.009
binary, 0.009, 1.000, 0.009
characters, 0.009, 1.000, 0.009
libraries, 0.009, 1.000, 0.009
xt, 0.009, 1.000, 0.009
r5, 0.009, 1.000, 0.009
extension, 0.009, 1.000, 0.009
routines, 0.009, 1.000, 0.009
athena, 0.008, 1.000, 0.008
visual, 0.008, 1.000, 0.008
sgi, 0.008, 1.000, 0.008
string, 0.008, 1.000, 0.008
workstations, 0.008, 1.000, 0.008
terminal, 0.008, 1.000, 0.008
platforms, 0.008, 1.000, 0.008
functionality, 0.008, 1.000, 0.008
button, 0.008, 1.000, 0.008
txt, 0.008, 1.000, 0.008
convert, 0.007, 1.000, 0.007
int, 0.007, 1.000, 0.007
clients, 0.007, 1.000, 0.007
layout, 0.007, 1.000, 0.007
workstation, 0.007, 1.000, 0.007
select, 0.007, 1.000, 0.007
demo, 0.007, 1.000, 0.007
interactive, 0.007, 1.000, 0.007
vendor, 0.007, 1.000, 0.007
wuarchive, 0.007, 1.000, 0.007
cica, 0.007, 1.000, 0.007
drawing, 0.007, 1.000, 0.007
msdos, 0.007, 1.000, 0.007
bug, 0.007, 1.000, 0.007
colormap, 0.007, 1.000, 0.007
app, 0.007, 1.000, 0.007
patches, 0.007, 1.000, 0.007
fixed, 0.007, 1.000, 0.007
indiana, 0.007, 1.000, 0.007
parameter, 0.007, 1.000, 0.007
compiler, 0.007, 1.000, 0.007
graphical, 0.007, 1.000, 0.007
mwm, 0.006, 1.000, 0.006
solaris, 0.006, 1.000, 0.006
location, 0.006, 1.000, 0.006
byte, 0.006, 1.000, 0.006
mapping, 0.006, 1.000, 0.006
gnu, 0.006, 1.000, 0.006
utility, 0.006, 1.000, 0.006
edit, 0.006, 1.000, 0.006
char, 0.006, 1.000, 0.006
wustl, 0.006, 1.000, 0.006
login, 0.006, 1.000, 0.006
cursor, 0.006, 1.000, 0.006
olwm, 0.006, 1.000, 0.006
compressed, 0.006, 1.000, 0.006
programmers, 0.006, 1.000, 0.006
icon, 0.006, 1.000, 0.006
platform, 0.006, 1.000, 0.006
ultrix, 0.005, 1.000, 0.005
gui, 0.005, 1.000, 0.005
kernel, 0.005, 1.000, 0.005
icons, 0.005, 1.000, 0.005
displaying, 0.005, 1.000, 0.005
toolkits, 0.005, 1.000, 0.005
null, 0.005, 1.000, 0.005
gcc, 0.005, 1.000, 0.005
displayed, 0.005, 1.000, 0.005
void, 0.005, 1.000, 0.005
win3, 0.005, 1.000, 0.005
sequences, 0.005, 1.000, 0.005
binaries, 0.005, 1.000, 0.005
tvtwm, 0.005, 1.000, 0.005
ipx, 0.005, 1.000, 0.005
gc, 0.005, 1.000, 0.005
terminals, 0.005, 1.000, 0.005
coding, 0.005, 1.000, 0.005
sparcstation, 0.005, 1.000, 0.005
width, 0.005, 1.000, 0.005
iris, 0.005, 1.000, 0.005
uni, 0.005, 1.000, 0.005
pointer, 0.005, 1.000, 0.005
ncd, 0.005, 1.000, 0.005
dialog, 0.005, 1.000, 0.005
variables, 0.005, 1.000, 0.005
modify, 0.005, 1.000, 0.005
incoming, 0.004, 1.000, 0.004
osf, 0.004, 1.000, 0.004
hints, 0.004, 1.000, 0.004
pex, 0.004, 1.000, 0.004
reilly, 0.004, 1.000, 0.004
managers, 0.004, 1.000, 0.004
twm, 0.004, 1.000, 0.004
callback, 0.004, 1.000, 0.004
openlook, 0.004, 1.000, 0.004
dir, 0.004, 1.000, 0.004
parameters, 0.004, 1.000, 0.004
jpeg, 0.004, 1.000, 0.004
manually, 0.004, 1.000, 0.004
ported, 0.004, 1.000, 0.004
buttons, 0.004, 1.000, 0.004
tiff, 0.004, 1.000, 0.004
compiling, 0.004, 1.000, 0.004
gl, 0.004, 1.000, 0.004
frames, 0.004, 1.000, 0.004
xdm, 0.004, 1.000, 0.004
interviews, 0.004, 1.000, 0.004
click, 0.004, 1.000, 0.004
